Deklaracja ścieżek;Kontrola deklaracji ścieżek (pliki *.pth i *.pti);exec('pth','%release');;;;;;;;;
Katalog;Plik;Nr linii;Linia;Linia;Typ;Element;Opis;Zapis poprawny;;;
BDUDWYM4;bd_ud_pom_wym;control;P;W pliku control.fml nie odnaleziono procedury \bd_ud_pom_wym.;N;;;;;;
BDUDWYM5;bd_ud_pom_wym;control;P;W pliku control.fml nie odnaleziono procedury \bd_ud_pom_wym.;N;;;;;;
BDUDWYM6;bd_ud_pom_wym;control;P;W pliku control.fml nie odnaleziono procedury \bd_ud_pom_wym.;N;;;;;;
BDUDWYM7;bd_ud_pom_wym;control;P;W pliku control.fml nie odnaleziono procedury \bd_ud_pom_wym.;N;;;;;;
BDUDWYM8;bd_ud_pom_wym;control;P;W pliku control.fml nie odnaleziono procedury \bd_ud_pom_wym.;N;;;;;;
BDUDWYM9;bd_ud_pom_wym;control;P;W pliku control.fml nie odnaleziono procedury \bd_ud_pom_wym.;N;;;;;;
BD_KM_R;bd_km_r;karta;F;Nie odnaleziono pliku karta.fml;N;;;;;;
BD_KM_S;bd_km_s;karta;F;Nie odnaleziono pliku karta.fml;N;;;;;;
BD_KODB;bd_kodb;skid_ror;F;Nie odnaleziono pliku skid_ror.fml;N;;;;;;
BD_KOLOR_ET;bd_kolor_et;skid_obi;F;Nie odnaleziono pliku skid_obi.fml;N;;;;;;
BD_M1;bd_m;sezony;F;Nie odnaleziono pliku sezony.fml;N;;;;;;
BD_M10;bd_m;sezony;F;Nie odnaleziono pliku sezony.fml;N;;;;;;
BD_M11;bd_m;sezony;F;Nie odnaleziono pliku sezony.fml;N;;;;;;
BD_M12;bd_m;sezony;F;Nie odnaleziono pliku sezony.fml;N;;;;;;
BD_M2;bd_m;sezony;F;Nie odnaleziono pliku sezony.fml;N;;;;;;
BD_M3;bd_m;sezony;F;Nie odnaleziono pliku sezony.fml;N;;;;;;
BD_M4;bd_m;sezony;F;Nie odnaleziono pliku sezony.fml;N;;;;;;
BD_M5;bd_m;sezony;F;Nie odnaleziono pliku sezony.fml;N;;;;;;
BD_M6;bd_m;sezony;F;Nie odnaleziono pliku sezony.fml;N;;;;;;
BD_M7;bd_m;sezony;F;Nie odnaleziono pliku sezony.fml;N;;;;;;
BD_M8;bd_m;sezony;F;Nie odnaleziono pliku sezony.fml;N;;;;;;
BD_M9;bd_m;sezony;F;Nie odnaleziono pliku sezony.fml;N;;;;;;
BD_MLSLU;bd_mlslu;ml_auto;P;W pliku ml_auto.fml nie odnaleziono procedury \bd_mlslu.;N;;;;;;
BD_PKM_G;bd_pkm_g;karta;F;Nie odnaleziono pliku karta.fml;N;;;;;;
BD_PKM_S;bd_pkm_s;karta;F;Nie odnaleziono pliku karta.fml;N;;;;;;
BD_POCZTA_JORG1;bd_poczta_jorg1;#mailbox;P;W pliku #mailbox.fml nie odnaleziono procedury \bd_poczta_jorg1.;N;;;;;;
BD_RFID_ADR;bd_rfid_adr;rfid;F;Nie odnaleziono pliku rfid.fml;N;;;;;;
BD_RFID_NR;bd_rfid_nr;rfid;F;Nie odnaleziono pliku rfid.fml;N;;;;;;
BD_SLAVAT;bd_slavat;sluappl;F;Nie odnaleziono pliku sluappl.fml;N;;;;;;
BD_SUMMA;bd_summa;firma;F;Nie odnaleziono pliku firma.fml;N;;;;;;
BD_SUMWN;bd_sumwn;firma;F;Nie odnaleziono pliku firma.fml;N;;;;;;
BD_TARH_FLD;bd_tarh_fld;cennik;F;Nie odnaleziono pliku cennik.fml;N;;;;;;
BEDNGODZ;bedngodz;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
BEDPAR2;bedpar;skid_pro;F;Nie odnaleziono pliku skid_pro.fml;N;;;;;;
BEDPAR3;bedpar;skid_pro;F;Nie odnaleziono pliku skid_pro.fml;N;;;;;;
BEDPAR4;bedpar;skid_pro;F;Nie odnaleziono pliku skid_pro.fml;N;;;;;;
BEDPAR5;bedpar;skid_pro;F;Nie odnaleziono pliku skid_pro.fml;N;;;;;;
BEDPAW2;bedpa;skid_pro;F;Nie odnaleziono pliku skid_pro.fml;N;;;;;;
BEDPAW3;bedpa;skid_pro;F;Nie odnaleziono pliku skid_pro.fml;N;;;;;;
BEDPAW4;bedpa;skid_pro;F;Nie odnaleziono pliku skid_pro.fml;N;;;;;;
BEDPAW5;bedpa;skid_pro;F;Nie odnaleziono pliku skid_pro.fml;N;;;;;;
BEDRMSKA;bedrmska;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
BEDSD1;bedsd;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
BEDSD2;bedsd;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
BEDSD3;bedsd;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
BEDSD4;bedsd;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
BEDSD5;bedsd;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
BEDSD6;bedsd;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
BEDSD7;bedsd;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
BEDSD8;bedsd;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
BEDSDATZ;bedsdatz;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
BEDSDAZ1;bedsdaz1;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
BEDSDAZ2;bedsdaz2;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
BEDSDAZA;bedsdaza;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
BEDSDZMK;bedszdzmk;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
BEDSPPK;bedsppk;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
BEDSPWYK;bedspwyk;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
BEDSRPK;bedsrpk;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
BEDSSTAW;anw_bedsstaw;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
BEDSTIME;bedstime;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
BEDSWSZA;bedswsza;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
BEDSWZZD;bedswzzd;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
BEDSZAAW;bedszaaw;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
BEEDWZZD;beedwzzd;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
BEEDZAAW;beedzaaw;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
BEERKPAE;beer_kp_ae;sklad;P;W pliku sklad.fml nie odnaleziono procedury \beer_kp_ae.;N;;;;;;
BEERKPBD;beer_kp_bd;sklad;P;W pliku sklad.fml nie odnaleziono procedury \beer_kp_bd.;N;;;;;;
BEERKPBE;beer_kp_be;sklad;P;W pliku sklad.fml nie odnaleziono procedury \beer_kp_be.;N;;;;;;
BEERKPF3;beer_kp_f3;sklad;P;W pliku sklad.fml nie odnaleziono procedury \beer_kp_f3.;N;;;;;;
BEFJORG1;befjorg1;war_tech;F;Nie odnaleziono pliku war_tech.fml;N;;;;;;
BEF_DISP;bef_d_zlgb;zl_akord;F;Nie odnaleziono pliku zl_akord.fml;N;;;;;;
BEKAPWPL;bekapwpl;skid_xin;F;Nie odnaleziono pliku skid_xin.fml;N;;;;;;
BEKAPZAK;bekapzak;skid_xin;F;Nie odnaleziono pliku skid_xin.fml;N;;;;;;
BEKPODDO;bekpoddo;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
BEKTRPRP;bektrprp;war_tech;F;Nie odnaleziono pliku war_tech.fml;N;;;;;;
BEMODKZD;bemodkzd;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
BEMODPRO;bemodpro;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
BEODD;zm_odd_be;genstan;F;Nie odnaleziono pliku genstan.fml;N;;;;;;
BEODDEDI;beoddedi;efaktury;P;W pliku efaktury.fml nie odnaleziono procedury \beoddedi.;N;;;;;;
BEOKNKON;beokn;kontrahent;P;W pliku kontrahent.fml nie odnaleziono procedury \beokn.;N;;;;;;
BEOKOSZ;beokosz;war_tech;F;Nie odnaleziono pliku war_tech.fml;N;;;;;;
BEOKOSZ1;beokosz1;war_tech;F;Nie odnaleziono pliku war_tech.fml;N;;;;;;
BEOKRK;beokrkon;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
BEOKROD;beokrod;skid_sil;F;Nie odnaleziono pliku skid_sil.fml;N;;;;;;
BEOKRP;beokrpoc;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
BEOKRVATDOK;beokrvatdok;dok_zrd2;F;Nie odnaleziono pliku dok_zrd2.fml;N;;;;;;
BEOWSZAC;beowszac;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
BEPBUD;bepbud;war_tech;F;Nie odnaleziono pliku war_tech.fml;N;;;;;;
BEPBUD1;bepbud1;war_tech;F;Nie odnaleziono pliku war_tech.fml;N;;;;;;
BEPOP_UP;bepop_up;users;P;W pliku users.fml nie odnaleziono procedury \bepop_up.;N;;;;;;
BEPOZK;bepozk;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
BERDTIME;berdtime;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
BERKH;berkh;skid;F;Nie odnaleziono pliku skid.fml;N;;;;;;
BERMSKAT;bermskat;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
BERMSPDU;bermspdu;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
BERMSPDW;bermspdw;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
BERSLO;berslo;skid_pla;F;Nie odnaleziono pliku skid_pla.fml;N;;;;;;
BERSLU;berslu;skid_pla;F;Nie odnaleziono pliku skid_pla.fml;N;;;;;;
BERWSZAC;berwszac;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
BESDORGK;bestrdan;control;P;W pliku control.fml nie odnaleziono procedury \bestrdan.;N;;;;;;
BESDPBUD;besdpbud;schematy;F;Nie odnaleziono pliku schematy.fml;N;;;;;;
BETYPKAZ;betypkaz;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
BEUDWYM10;be_ud_pom_wym;control;P;W pliku control.fml nie odnaleziono procedury \be_ud_pom_wym.;N;;;;;;
BEUDWYM11;be_ud_pom_wym;control;P;W pliku control.fml nie odnaleziono procedury \be_ud_pom_wym.;N;;;;;;
BEUDWYM12;be_ud_pom_wym;control;P;W pliku control.fml nie odnaleziono procedury \be_ud_pom_wym.;N;;;;;;
BEUDWYM13;be_ud_pom_wym;control;P;W pliku control.fml nie odnaleziono procedury \be_ud_pom_wym.;N;;;;;;
BEUDWYM14;be_ud_pom_wym;control;P;W pliku control.fml nie odnaleziono procedury \be_ud_pom_wym.;N;;;;;;
BEUDWYM15;be_ud_pom_wym;control;P;W pliku control.fml nie odnaleziono procedury \be_ud_pom_wym.;N;;;;;;
BEUDWYM6;be_ud_pom_wym;control;P;W pliku control.fml nie odnaleziono procedury \be_ud_pom_wym.;N;;;;;;
BEUDWYM7;be_ud_pom_wym;control;P;W pliku control.fml nie odnaleziono procedury \be_ud_pom_wym.;N;;;;;;
BEUDWYM8;be_ud_pom_wym;control;P;W pliku control.fml nie odnaleziono procedury \be_ud_pom_wym.;N;;;;;;
BEUDWYM9;be_ud_pom_wym;control;P;W pliku control.fml nie odnaleziono procedury \be_ud_pom_wym.;N;;;;;;
BEUSKZAS;beuskzas;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
BEWERBAZ;bewerbaz;plan_spr;F;Nie odnaleziono pliku plan_spr.fml;N;;;;;;
BEZN;bezn;skid_sil;F;Nie odnaleziono pliku skid_sil.fml;N;;;;;;
BE_AKCBR;be_akcja_badr;skid_rem;F;Nie odnaleziono pliku skid_rem.fml;N;;;;;;
BE_AKCFR;be_akcja_form;skid_rem;F;Nie odnaleziono pliku skid_rem.fml;N;;;;;;
BE_AKCRR;be_akcja_remr;skid_rem;F;Nie odnaleziono pliku skid_rem.fml;N;;;;;;
BE_ALG;be_alg;skid_sil;F;Nie odnaleziono pliku skid_sil.fml;N;;;;;;
BE_ASKDT;be_askdt;produ;F;Nie odnaleziono pliku produ.fml;N;;;;;;
BE_BADDW;be_bad_dw;skid_rem;F;Nie odnaleziono pliku skid_rem.fml;N;;;;;;
BE_BADR_CZYT;be_badr_czyt;skid_rem;F;Nie odnaleziono pliku skid_rem.fml;N;;;;;;
BE_BAREM;be_bad_remont;skid_rem;F;Nie odnaleziono pliku skid_rem.fml;N;;;;;;
BE_BZGL;be_bad_zgl;skid_rem;F;Nie odnaleziono pliku skid_rem.fml;N;;;;;;
BE_BZOKR;be_bzadokr;ml_zad;P;W pliku ml_zad.fml nie odnaleziono procedury \be_bzadokr.;N;;;;;;
BE_CECHY;be_cechy;wydr_es;F;Nie odnaleziono pliku wydr_es.fml;N;;;;;;
BE_CZYD_KH;be_czyd_kh;skid_rem;F;Nie odnaleziono pliku skid_rem.fml;N;;;;;;
BE_DZIEN;be_dzien;skid_rem;F;Nie odnaleziono pliku skid_rem.fml;N;;;;;;
BE_DZIEZ;be_dzienz;skid_rem;F;Nie odnaleziono pliku skid_rem.fml;N;;;;;;
BE_EODD_OPER;be_eodd_oper;sekret1;F;Nie odnaleziono pliku sekret1.fml;N;;;;;;
BE_ETYPZAL;be_etypzal;!zws_par_otyp;P;W pliku !zws_par_otyp.fml nie odnaleziono procedury \be_etypzal.;N;;;;;;
BE_FAKT;be_fakt;sekret1;F;Nie odnaleziono pliku sekret1.fml;N;;;;;;
BE_FAKT_SEKRET;be_fakt_sekret;sekret1;F;Nie odnaleziono pliku sekret1.fml;N;;;;;;
BE_FAKT_VAT;be_fakt_vat;sekret1;F;Nie odnaleziono pliku sekret1.fml;N;;;;;;
BE_FLTRS;be_fltrs;#skid_sql;F;Nie odnaleziono pliku #skid_sql.fml;N;;;;;;
BE_FL_TR;be_fl_tr;#skid_sql;F;Nie odnaleziono pliku #skid_sql.fml;N;;;;;;
BE_GNETF;be_gnetf;srodki;F;Nie odnaleziono pliku srodki.fml;N;;;;;;
BE_GNETP;be_gnetp;srodki;F;Nie odnaleziono pliku srodki.fml;N;;;;;;
BE_GPOJA;be_gpojazd;srodki;F;Nie odnaleziono pliku srodki.fml;N;;;;;;
BE_GROD;be_grod;skid_gr;F;Nie odnaleziono pliku skid_gr.fml;N;;;;;;
BE_GRSLO;be_grslo;skid_gr;F;Nie odnaleziono pliku skid_gr.fml;N;;;;;;
BE_GR_DO;be_gr_do;srodruch;F;Nie odnaleziono pliku srodruch.fml;N;;;;;;
BE_GR_DW;be_gr_dw;srodruch;F;Nie odnaleziono pliku srodruch.fml;N;;;;;;
BE_GR_KON;be_gr_kon;skid_obg;F;Nie odnaleziono pliku skid_obg.fml;N;;;;;;
BE_GR_UM;be_gr_um;srodki;F;Nie odnaleziono pliku srodki.fml;N;;;;;;
BE_GR_UMO;be_gr_umo;skid_obg;F;Nie odnaleziono pliku skid_obg.fml;N;;;;;;
BE_GW;be_gw;skid_rem;F;Nie odnaleziono pliku skid_rem.fml;N;;;;;;
BE_GWARF;be_gwarf;srodki;F;Nie odnaleziono pliku srodki.fml;N;;;;;;
BE_KK0;be_skid_kk0;skid_dek;F;Nie odnaleziono pliku skid_dek.fml;N;;;;;;
BE_KK1;be_skid_kk1;skid_dek;F;Nie odnaleziono pliku skid_dek.fml;N;;;;;;
BE_KM_S;be_km_s;karta;F;Nie odnaleziono pliku karta.fml;N;;;;;;
BE_KODD;be_kodd;tech_es;F;Nie odnaleziono pliku tech_es.fml;N;;;;;;
BE_KSZTP;be_koszt_pl;skid_rem;F;Nie odnaleziono pliku skid_rem.fml;N;;;;;;
BE_LOK;be_lok;inw_srod;F;Nie odnaleziono pliku inw_srod.fml;N;;;;;;
BE_MLPAR;be_ml_par;ml_auto;P;W pliku ml_auto.fml nie odnaleziono procedury \be_ml_par.;N;;;;;;
BE_MLXKW;be_mlxkw;ml_fiks;P;W pliku ml_fiks.fml nie odnaleziono procedury \be_mlxkw.;N;;;;;;
BE_MLXOP;be_mlxop;ml_fiks;P;W pliku ml_fiks.fml nie odnaleziono procedury \be_mlxop.;N;;;;;;
BE_MON01;be_mon01;skid_rem;F;Nie odnaleziono pliku skid_rem.fml;N;;;;;;
BE_MON02;be_mon02;skid_rem;F;Nie odnaleziono pliku skid_rem.fml;N;;;;;;
BE_MON03;be_mon03;skid_rem;F;Nie odnaleziono pliku skid_rem.fml;N;;;;;;
BE_MON04;be_mon04;skid_rem;F;Nie odnaleziono pliku skid_rem.fml;N;;;;;;
BE_MON05;be_mon05;skid_rem;F;Nie odnaleziono pliku skid_rem.fml;N;;;;;;
BE_MON06;be_mon06;skid_rem;F;Nie odnaleziono pliku skid_rem.fml;N;;;;;;
BE_MON07;be_mon07;skid_rem;F;Nie odnaleziono pliku skid_rem.fml;N;;;;;;
BE_MZB;be_mzb;plan_spr;F;Nie odnaleziono pliku plan_spr.fml;N;;;;;;
BE_ODD1;be_odd1;skid_uz;F;Nie odnaleziono pliku skid_uz.fml;N;;;;;;
BE_ODDI;be_odd;inw_srod;F;Nie odnaleziono pliku inw_srod.fml;N;;;;;;
BE_ODRZU;be_if_odrz;skid_rem;F;Nie odnaleziono pliku skid_rem.fml;N;;;;;;
BE_PA_S;be_plan_ana;plan_spr;F;Nie odnaleziono pliku plan_spr.fml;N;;;;;;
BE_PLIK;be_plik;skid_uz;F;Nie odnaleziono pliku skid_uz.fml;N;;;;;;
BE_POCZTA_JORG;be_poczta_jorg;#mailbox;P;W pliku #mailbox.fml nie odnaleziono procedury \be_poczta_jorg.;N;;;;;;
BE_POCZTA_JORG1;be_poczta_jorg1;#mailbox;P;W pliku #mailbox.fml nie odnaleziono procedury \be_poczta_jorg1.;N;;;;;;
BE_POJAZ;be_pojazd;srodki;F;Nie odnaleziono pliku srodki.fml;N;;;;;;
BE_POJAZD_ID;be_pojazd_id;skid_rem;F;Nie odnaleziono pliku skid_rem.fml;N;;;;;;
BE_POS_S;be_pos_s;um_zlec;F;Nie odnaleziono pliku um_zlec.fml;N;;;;;;
BE_PPOM;be_ppom;plan_spr;F;Nie odnaleziono pliku plan_spr.fml;N;;;;;;
BE_PROJS;be_projsz;skid_sam;F;Nie odnaleziono pliku skid_sam.fml;N;;;;;;
BE_PRZERWIJ1;be_przerwij1;skid_ktr;F;Nie odnaleziono pliku skid_ktr.fml;N;;;;;;
BE_PRZ_KOD;be_prz_kod;zlec_rh;P;W pliku zlec_rh.fml nie odnaleziono procedury \be_prz_kod.;N;;;;;;
BE_REMDR;be_rem_drr;skid_rem;F;Nie odnaleziono pliku skid_rem.fml;N;;;;;;
BE_REMKW;be_rem_kw_mod;skid_rem;F;Nie odnaleziono pliku skid_rem.fml;N;;;;;;
BE_REMOD;be_rem_mod;skid_rem;F;Nie odnaleziono pliku skid_rem.fml;N;;;;;;
BE_REMR_CZYT;be_remr_czyt;skid_rem;F;Nie odnaleziono pliku skid_rem.fml;N;;;;;;
BE_RFID_NR;be_rfid_nr;rfid;F;Nie odnaleziono pliku rfid.fml;N;;;;;;
BE_RFROM;be_rfrom;skid_eml;F;Nie odnaleziono pliku skid_eml.fml;N;;;;;;
BE_ROSOB;be_osoba;skid_rem;F;Nie odnaleziono pliku skid_rem.fml;N;;;;;;
BE_RREPLYTO;be_rreplyto;skid_eml;F;Nie odnaleziono pliku skid_eml.fml;N;;;;;;
BE_SEKCJ;be_sekcj;wysylki;F;Nie odnaleziono pliku wysylki.fml;N;;;;;;
BE_SEKRET_EODD;be_sekret_eodd;sekret1;F;Nie odnaleziono pliku sekret1.fml;N;;;;;;
BE_SEKREU;be_sekreu;sekret1;F;Nie odnaleziono pliku sekret1.fml;N;;;;;;
BE_SIK_K;be_sik_k;plan_spr;F;Nie odnaleziono pliku plan_spr.fml;N;;;;;;
BE_SLJEZ;be_sljez;wz_ser;F;Nie odnaleziono pliku wz_ser.fml;N;;;;;;
BE_STA10;okr_spr;zuzycie;F;Nie odnaleziono pliku zuzycie.fml;N;;;;;;
BE_STA11;okr_spr;zuzycie;F;Nie odnaleziono pliku zuzycie.fml;N;;;;;;
BE_STA12;okr_spr;zuzycie;F;Nie odnaleziono pliku zuzycie.fml;N;;;;;;
BE_STAT1;okr_spr;zuzycie;F;Nie odnaleziono pliku zuzycie.fml;N;;;;;;
BE_STAT2;okr_spr;zuzycie;F;Nie odnaleziono pliku zuzycie.fml;N;;;;;;
BE_STAT3;okr_spr;zuzycie;F;Nie odnaleziono pliku zuzycie.fml;N;;;;;;
BE_STAT4;okr_spr;zuzycie;F;Nie odnaleziono pliku zuzycie.fml;N;;;;;;
BE_STAT5;okr_spr;zuzycie;F;Nie odnaleziono pliku zuzycie.fml;N;;;;;;
BE_STAT6;okr_spr;zuzycie;F;Nie odnaleziono pliku zuzycie.fml;N;;;;;;
BE_STAT7;okr_spr;zuzycie;F;Nie odnaleziono pliku zuzycie.fml;N;;;;;;
BE_STAT8;okr_spr;zuzycie;F;Nie odnaleziono pliku zuzycie.fml;N;;;;;;
BE_STAT9;okr_spr;zuzycie;F;Nie odnaleziono pliku zuzycie.fml;N;;;;;;
BE_STAT_SEKRED;be_stat_sekred;sekret1;F;Nie odnaleziono pliku sekret1.fml;N;;;;;;
BE_STAT_SEKREZ;be_stat_sekrez;sekret1;F;Nie odnaleziono pliku sekret1.fml;N;;;;;;
BE_TDOK;be_tdok;par_wydr;F;Nie odnaleziono pliku par_wydr.fml;N;;;;;;
BE_TYPDO;be_typdo;wydr_es;F;Nie odnaleziono pliku wydr_es.fml;N;;;;;;
BE_TYPDP;be_typdp;wydr_es;F;Nie odnaleziono pliku wydr_es.fml;N;;;;;;
BE_TYPDW;be_typdw;wydr_es;F;Nie odnaleziono pliku wydr_es.fml;N;;;;;;
BE_UB;be_ub;skid_rem;F;Nie odnaleziono pliku skid_rem.fml;N;;;;;;
BE_UMKP_PR;be_umkp_pr;um;F;Nie odnaleziono pliku um.fml;N;;;;;;
BE_VAR_FIRMA;be_var_firma;skid_obg;F;Nie odnaleziono pliku skid_obg.fml;N;;;;;;
BE_WLASN;be_wlasny;samochody;P;W pliku samochody.fml nie odnaleziono procedury \be_wlasny.;N;;;;;;
BE_WYKON;be_wykon;skid_rem;F;Nie odnaleziono pliku skid_rem.fml;N;;;;;;
BF_PPLAN;pr_okr;pl_okr;F;Nie odnaleziono pliku pl_okr.fml;N;;;;;;
BGPODZ_TRAN;bgpodz_tran;skid_ktr;F;Nie odnaleziono pliku skid_ktr.fml;N;;;;;;
BGZ_ZPUT;bgz_zput;um_zlec2;F;Nie odnaleziono pliku um_zlec2.fml;N;;;;;;
BI_R_BE;bi_slobe;ml_sl_b;F;Nie odnaleziono pliku ml_sl_b.fml;N;;;;;;
BI_SLOBE;bi_slobe;ml_sl_b;F;Nie odnaleziono pliku ml_sl_b.fml;N;;;;;;
BJORG;bjorg;war_tech;F;Nie odnaleziono pliku war_tech.fml;N;;;;;;
BLKATKH;blkatkh;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
BLKHUMOW;blkhumow;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
BLPROJDO;blprojdo;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
BLPROJOD;blprojod;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
BLTYPZAS;bltypzas;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
BL_ANDO;bl_ando;dok_zest;F;Nie odnaleziono pliku dok_zest.fml;N;;;;;;
BL_ANOD;bl_anod;dok_zest;F;Nie odnaleziono pliku dok_zest.fml;N;;;;;;
BL_ATR_WAR;bl_atr_war;mat_atr;P;W pliku mat_atr.fml nie odnaleziono procedury \bl_atr_war.;N;;;;;;
BL_CZYT_RP;bl_czyt_rp;skid_rem;F;Nie odnaleziono pliku skid_rem.fml;N;;;;;;
BL_DK_RP;bl_dk_rp;war_tech;F;Nie odnaleziono pliku war_tech.fml;N;;;;;;
BL_DODO;bl_dodo;war_tech;F;Nie odnaleziono pliku war_tech.fml;N;;;;;;
BL_ETZAM;bl_etzam;war_tech;F;Nie odnaleziono pliku war_tech.fml;N;;;;;;
BL_KOMS;bl_koms;komisje;F;Nie odnaleziono pliku komisje.fml;N;;;;;;
BL_KRDO;bl_krdo;dok_zest;F;Nie odnaleziono pliku dok_zest.fml;N;;;;;;
BL_KROD;bl_krod;dok_zest;F;Nie odnaleziono pliku dok_zest.fml;N;;;;;;
BL_KRSR;bl_krsr;zkd;F;Nie odnaleziono pliku zkd.fml;N;;;;;;
BL_LOCK;bl_lock;skid_usr;F;Nie odnaleziono pliku skid_usr.fml;N;;;;;;
BL_MENUK;bl_menuk;skid_mk;F;Nie odnaleziono pliku skid_mk.fml;N;;;;;;
BL_MUT;BL_MUT;estra;F;Nie odnaleziono pliku estra.fml;N;;;;;;
BL_ODD;bl_odd;tech_es;F;Nie odnaleziono pliku tech_es.fml;N;;;;;;
BL_ODDT;BL_ODDT;estra;F;Nie odnaleziono pliku estra.fml;N;;;;;;
BL_OKDO;bl_okdo;dok_zest;F;Nie odnaleziono pliku dok_zest.fml;N;;;;;;
BL_OKOD;bl_okod;dok_zest;F;Nie odnaleziono pliku dok_zest.fml;N;;;;;;
BL_POJAZ;bl_pojaz;skid_rem;F;Nie odnaleziono pliku skid_rem.fml;N;;;;;;
BL_PRKZA;bl_projkzas;skid_rem;F;Nie odnaleziono pliku skid_rem.fml;N;;;;;;
BL_PRZBR;bl_przbrgr;slownik1;F;Nie odnaleziono pliku slownik1.fml;N;;;;;;
BL_PSDPS;psdef_ps_bl;plsprz;F;Nie odnaleziono pliku plsprz.fml;N;;;;;;
BL_PSPPS;psp_ps_bl;plsprz;F;Nie odnaleziono pliku plsprz.fml;N;;;;;;
BL_RBNDT;rbn_data;produ;F;Nie odnaleziono pliku produ.fml;N;;;;;;
BL_RD;bl_rd;doku_es;F;Nie odnaleziono pliku doku_es.fml;N;;;;;;
BL_STATUS;bl_status;skid_rem;F;Nie odnaleziono pliku skid_rem.fml;N;;;;;;
BL_STAT_SEKREZ;bl_stat_sekrez;sekret1;F;Nie odnaleziono pliku sekret1.fml;N;;;;;;
BL_STROK;bl_start_rok;skid_rem;F;Nie odnaleziono pliku skid_rem.fml;N;;;;;;
BL_T;BL_T;estra;F;Nie odnaleziono pliku estra.fml;N;;;;;;
BL_TAB;bl_tab;doku_es;F;Nie odnaleziono pliku doku_es.fml;N;;;;;;
BL_TR;bl_tr;um;F;Nie odnaleziono pliku um.fml;N;;;;;;
BL_TROZ;bl_troz;dok_zest;F;Nie odnaleziono pliku dok_zest.fml;N;;;;;;
BL_WALR;bl_walr;zkd;F;Nie odnaleziono pliku zkd.fml;N;;;;;;
BL_WYR;bl_wyr;dok_zest;F;Nie odnaleziono pliku dok_zest.fml;N;;;;;;
BL_ZAPPO;BL_ZAPPO;estra;F;Nie odnaleziono pliku estra.fml;N;;;;;;
BL_ZKW_N;bl_zkw_n;wysylki;F;Nie odnaleziono pliku wysylki.fml;N;;;;;;
